Municipality,County,Tier,Region,DB Status,DB Bylaw Name,DB Date Enacted,DB Has LGD Def,Audit Result,Link Status,Bylaw Name Match,LGD Keywords Found,Snippet,Source URL,Website Bylaw Links Found,Notes
South River,Parry Sound,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 32-2021,2021-07-26,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://southriver.ca/uploads/documents/Municipal%20Information/By-laws/2021-By-Laws/By-law-32-2021%20Dog%20Bylaw.pdf,,Has animal control bylaw but no LGD-specific provisions found
Tecumseh,Essex,Lower Tier,Western,COMPLETE,By-law No. 2003-91,2003-11-18,No,LINK BROKEN,HTTP 404,,,,https://www.tecumseh.ca/en/living-here/resources/Documents/By-Laws/2003-091-Dog-Control.pdf,Animal Services & Licensing (http://www.tecumseh.ca/live-work-and-explore/animal-services-licensing/),HTTP HTTP 404 — link may be dead
Temiskaming Shores,Timiskaming,Single Tier,Northern,NO BY-LAW IN PLACE,By-law No. 2013 – 051,2013-12-03,Yes,NEEDS REVIEW,HTTP 404,,,,https://www.temiskamingshores.ca/uploads/87/Doc_635469998415301899.pdf?ts=638429160795595988,Animal Control (http://www.temiskamingshores.ca/living-here/animal-control/); Animal Impounded – Dog Found - April 18 2026 (http://www.temiskamingshores.ca/news/posts/animal-impounded-dog-found-april-18-2); Animal Impounded – Cat Found - April 17 2026 (http://www.temiskamingshores.ca/news/posts/animal-impounded-cat-found-april-17-2),Had a bylaw link but it's now broken — may have been replaced
The Archipelago,Parry Sound,Single Tier,Northern,NO BY-LAW IN PLACE,,,,NO ANIMAL CONTROL BYLAW,NO LINK,N/A (no name in DB),,,,,No bylaw link and no animal control bylaw found on website
Temagami,Nipissing,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO. 10-870,2010-01-14,No,NEEDS REVIEW,HTTP 404,,,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_12703011/File/Services/By-Law%20Enforcement/Animal%20Control%20&%20Licensing/10-870%20-%20Animal%20Control%20amended%20.pdf,,Had a bylaw link but it's now broken — may have been replaced
Thames Centre,Middlesex,Lower Tier,Western,NO BY-LAW IN PLACE,BY- LAW NO. 63- 2022,2022-07-11,No,NEEDS REVIEW,HTTP 404,,,,https://www.thamescentre.on.ca/sites/default/files/2022-07/063-2022.pdf,Animal Services (http://www.thamescentre.on.ca/home-property-and-utilities/animal-services/),Had a bylaw link but it's now broken — may have been replaced
Southwest Middlesex,Middlesex,Lower Tier,Western,NO BY-LAW IN PLACE,By-Law No. 2023/064,2021-11-15,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://www.southwestmiddlesex.ca/sites/default/files/2023-12/2023%20064%20Comprehensive%20Animal%20Control%20-%20Website.pdf,Animal Services (http://www.southwestmiddlesex.ca/services/animal-services),Has animal control bylaw but no LGD-specific provisions found
Terrace Bay,Thunder Bay,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO. 30-2005,2005-11-14,No,NO LGD PROVISIONS,200 OK,NO,,,https://terracebay.civicweb.net/filepro/documents/search/?keywords=animal&location=108&preview=26390,,Has animal control bylaw but no LGD-specific provisions found
Thornloe,Timiskaming,Single Tier,Northern,NO BY-LAW IN PLACE,,,,NO ANIMAL CONTROL BYLAW,NO LINK,N/A (no name in DB),,,,,No bylaw link and no animal control bylaw found on website
Richmond Hill,York,Lower Tier,Central,COMPLETE,By-Law 22-25,2025-03-26,No,OUTDATED,200 OK,YES (exact),livestock guardian; guardian dog; working dog,"... ion
of its duties, and shall include:
a) a guard Dog that is used for security purposes on commercial or industrial
Property pursuant to Ontario Regulation 365/07; Use of Animals, as
amended; or
b) a 

 ---> LIVESTOCK GUARDIAN <--- 

 Dog as defined in Section 2 of Ontario Regulation
444/19; Standard of Care and Administrative Requirements, as amended.
""Work Order"" means an order requiring an Owner to do work to correct a
contrave ...","https://www.richmondhill.ca/en/shared-content/resources/documents/Community-Standards-By-laws/Responsbile-Pet-Ownership-and-Animal-Regulation-By-law-No.-22-25.pdf#:~:text=The%20Corporation%20of%20the%20City,the%20City%20of%20Richmond%20Hill",Animal Services (http://www.richmondhill.ca/en/living-here/Animal-Services.aspx),"Newer bylaw detected: enalty By-law"" means the Administrative Penalty By-law No. 69-16,
as amended or superseded, establishing a system of administrative penalties;
""Animal"" means any member o"
Tillsonburg,Oxford,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW 2021-013,2021-01-25,No,NO LGD PROVISIONS,200 OK,,,,https://lfpp.oxfordcounty.ca/WebLink/edoc/47486/2021-013%20Consolidated.pdf?dbid=0&repo=Tillsonburg-Public,,Has animal control bylaw but no LGD-specific provisions found
Thorold,Niagara,Lower Tier,Central,COMPLETE,By-law No. 79-2017,2017-08-08,No,LINK BROKEN,HTTP 404,,,,https://www.thorold.ca/en/business-services/resources/BUILDING-/BY_LAWS/79-2017-Animal-Care-and-Control.pdf,,HTTP HTTP 404 — link may be dead
Sundridge,Parry Sound,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO. 2019-039,2019-06-26,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://irp.cdn-website.com/2213ca44/files/uploaded/2019-039-Respecting-the-Care-and-Control-on-Animals-Consolidated.pdf,Animal Services (http://www.sundridge.ca/animal-services),Has animal control bylaw but no LGD-specific provisions found
Timmins,Cochrane,Single Tier,Northern,COMPLETE,BY-LAW No. 2021- 8593,2021-08-10,No,LINK BROKEN,HTTP 404,,,,https://timmins.civicweb.net/filepro/documents/search/search?exact=animal%20control&page=1&preview=111269,Animal Control (http://www.timmins.ca/our_services/animal_control),HTTP HTTP 404 — link may be dead
Tay,Simcoe,Lower Tier,Central,COMPLETE,BY-LAW NO. 2017-43,2018-04-25,No,OUTDATED,200 OK,YES (exact),farm dog,"... uncil” means the Council of the Corporation of the Township of Tay;
“Dog” means a male or female dog over the age of 12 weeks; which
includes but is not limited to any guide dog, service dog, working 

 ---> FARM DOG <--- 

,
and law enforcement work dog.
“Dog Tag” means the tag or token issued by the Township under this By-
law evidencing registration of a dog;
“Dwelling unit” means a room or suite of two or more rooms ...",https://www.tay.ca/media/ctgdalit/canine-control-dog-licensing-by-law.pdf,,"Newer bylaw detected: anine Control By-law.
20. REPEAL
20.1 By-law No. 2012-14, as amended, is hereby repealed.
21. ENACTMENT
21.1 That this by-law shall take force and take effect immediate"
The South Bruce Peninsula,Bruce,Lower Tier,Western,NO BY-LAW IN PLACE,By-Law Number 34-2019,2019-05-07,Yes,NO LGD PROVISIONS,200 OK,YES (number_match),,,https://southbrucepeninsula.civicweb.net/filepro/documents/83401/?preview=85123,Animal Services (http://www.southbrucepeninsula.com/en/your-community/animal-services.aspx),Has animal control bylaw but no LGD-specific provisions found
St Joseph,Algoma,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 2017-06,2017-02-01,No,NO LGD PROVISIONS,200 OK,NO,,,https://stjosephtownship.com/documents/assets/uploads/files/en/dog_by_law_pt_1_&_pt_2.pdf,,Has animal control bylaw but no LGD-specific provisions found
Trent Hills,Northumberland,Lower Tier,Central,NO BY-LAW IN PLACE,By-Law No. 2018-088,2018-11-06,Yes,NO LGD PROVISIONS,200 OK,YES (number_match),,,https://trenthills.civicweb.net/filepro/documents/112920/?preview=113013,Animal Services (http://www.trenthills.ca/home-property-roads/animal-services/),Has animal control bylaw but no LGD-specific provisions found
Trent Lakes,Peterborough,Lower Tier,Central,NO BY-LAW IN PLACE,By-law No. B2023-064,2023-08-08,No,NEEDS REVIEW,HTTP 404,,,,https://www.trentlakes.ca/en/government/resources/Short-Term-Rental-Resources/B2023-064---Dogs-and-Kennels.pdf,Animal Control (http://www.trentlakes.ca/live/animal-control/),Had a bylaw link but it's now broken — may have been replaced
Hearst,Cochrane,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO. 91-06,2006-11-28,No,NO LGD PROVISIONS,200 OK,,,,http://www.hearst.ca/wp-content/uploads/2024/02/Animal-Control-91-06-EN.pdf,,Has animal control bylaw but no LGD-specific provisions found
Tudor and Cashel,Hastings,Lower Tier,Eastern,NO BY-LAW IN PLACE,BY-LAW 14-2003 (Dog License By-law),2003-10-07,No,NEEDS REVIEW,HTTP 403,,,,https://tudorandcashel.com/wp-content/uploads/2021/05/2003-0014-Dog-License-By-law.pdf,,Had a bylaw link but it's now broken — may have been replaced
Tyendinaga,Hastings,Lower Tier,Eastern,NO BY-LAW IN PLACE,By-law 04-2022,2022-01-17,No,NEEDS REVIEW,HTTP 403,,,,https://tyendinagatownship.com/wp-content/uploads/2022/07/2021-60-Noise-Regulating.pdf,,Had a bylaw link but it's now broken — may have been replaced
Tweed,Hastings,Lower Tier,Eastern,NO BY-LAW IN PLACE,By-Law No. 2014-07,2014-02-18,No,NO LGD PROVISIONS,200 OK,,,,https://www.tweed.ca/photos/custom/Animal%20Control%20By-Law%202014-07.pdf,Animal Control (http://www.tweed.ca/animalcontrolp18),Has animal control bylaw but no LGD-specific provisions found
Smooth Rock Falls,Cochrane,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW #2015-01,2015-01-19,No,NO LGD PROVISIONS,200 OK,,,,https://smoothrockfalls.ca/documents/133/documents/01BFZNUCYOHST35XGUDJA34XIDBUFPIOGJ/Animal%20Control%20Bylaw.pdf,,Has animal control bylaw but no LGD-specific provisions found
Tiny,Simcoe,Lower Tier,Central,NO BY-LAW IN PLACE,BY-LAW NO. 02-115,2002-12-09,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://www.tiny.ca/media/3180,,Has animal control bylaw but no LGD-specific provisions found
The Blue Mountains,Grey,Lower Tier,Western,COMPLETE,BY-LAW NO. 2006-32,2006-04-24,No,OUTDATED,200 OK,YES (exact),working dog,"... or gain, but shall not apply to the keeping of animals in a veterinary
establishment for the purpose of observation and/or recovery necessary to
veterinary treatment or, to the keeping of hunting or 

 ---> WORKING DOG <--- 

s.
1.17 “Municipal Law Enforcement Officer” shall mean a By-law Enforcement
Officer, interim or full time, as appointed by Council for the Town of the Blue
Mountains.
1.18 “OSPCA” means the Ontario So ...",https://www.thebluemountains.ca/sites/default/files/2021-09/2006-32-By-law-to-Control-and-Regulate-Dogs-within-The-Blue-Mountains-Consolidated.pdf,Dog Licensing (http://www.thebluemountains.ca/resident-services/fire-services-law-enforcement/l),"Newer bylaw detected: 1978, as amended by By-law No. 20/95 of the former Town of
Thornbury are hereby repealed.
READ AND FIRST AND SECOND TIME this 27th day of March, 2006.
th
READ AND THIRD"
Vaughan,York,Lower Tier,Central,COMPLETE - FARM FRIENDLY,BY-LAW 066-2020,2015-10-22,No,LINK BROKEN,HTTP 403,,,,https://www.vaughan.ca/sites/default/files/066-2020%20%28Consolidated%29.pdf?file-verison=1707405198186,,HTTP HTTP 403 — link may be dead
Uxbridge,Durham,Lower Tier,Central,COMPLETE,BY-LAW NUMBER 2009-081,2009-06-22,No,LINK BROKEN,HTTP 404,,,,https://www.uxbridge.ca/en/resourcesGeneral/Documents/Animal-Control-By-law.pdf,Animal Services (http://www.town.uxbridge.on.ca/living-here/animal-services); Pet Adoption (http://www.town.uxbridge.on.ca/living-here/animal-services/adoptions); Available Pets (http://www.town.uxbridge.on.ca/living-here/animal-services/available-pets),HTTP HTTP 404 — link may be dead
Wawa,Algoma,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO. 2512-11,2011-11-01,No,NEEDS REVIEW,HTTP 404,,,,https://www.wawa.cc/en/your-government/resources/Documents/BL-2512-11-Dog-By-Law.pdf,Animal Services (http://www.wawa.cc/living-here/animal-services/),Had a bylaw link but it's now broken — may have been replaced
The North Shore,Algoma,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NO 23-57,2023-08-16,No,NO LGD PROVISIONS,200 OK,,,,https://townshipofthenorthshore.ca/documents/assets/uploads/files/en/23-57_with_approved_fines.pdf,Animal Control / By-Law Enforcement (http://www.townshipofthenorthshore.ca/living/animal-control--by-law-enforcement/),Has animal control bylaw but no LGD-specific provisions found
Wainfleet,Niagara,Lower Tier,Central,COMPLETE - FARM FRIENDLY,BY-LAW NO. 014-2016,2016-03-29,No,LINK BROKEN,HTTP 404,,,,https://www.wainfleet.ca/en/town-hall/resources/Documents/BL014-2016-Dog-Control-Bylaw-AS-AMENDED-by-BL041-2018-and-BL049-2019.pdf,Animal Services (http://www.wainfleet.ca/living-here/animal-services),HTTP HTTP 404 — link may be dead
Thessalon,Algoma,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW NUMBER 1248,2004-10-04,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://thessalon.ca/wp-content/uploads/2020/03/Animal-Control-Dogs-Bylaw-1248-7.pdf,,Has animal control bylaw but no LGD-specific provisions found
Wasaga Beach,Simcoe,Lower Tier,Central,NO BY-LAW IN PLACE,By-Law #2002-63,2002-11-12,No,NEEDS REVIEW,HTTP 404,,,,https://www.wasagabeach.com/en/town-and-government/resources/By-laws-and-Policies/Animal-Control-By-law.pdf,,Had a bylaw link but it's now broken — may have been replaced
Thunder Bay,Thunder Bay,Single Tier,Northern,COMPLETE,"Municpal Code
Chapter 232
ANIMAL - KEEPING",2005-07-12,No,NEEDS REVIEW,200 OK,NO,,,https://www.thunderbay.ca/en/city-hall/resources/Documents/By-laws/AnimalKeepingBylaw.pdf,Animals (http://www.thunderbay.ca/en/city-services/animal-licensing-and-pound-services.as),Link live but bylaw name not found in document — may have been replaced
Wellesley,Waterloo,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW NO. 25/2022,2022-07-05,Yes,NEEDS REVIEW,HTTP 404,,,,https://www.wellesley.ca/en/township-services/resources/By-laws/Dog-and-Dog-Kennel-By-law/C01---By-law-25-2022---Being-a-By-Law-to-Regulate-Dogs-and-Licence-Dog-Kennels-and-to-Repeal-By-Law-No.-37-2021.pdf,Animal Control Services (https://www.wellesley.ca/home-property-and-roads/dogtags-animalcontrol/),Had a bylaw link but it's now broken — may have been replaced
The Nation,Prescott and Russell,Lower Tier,Eastern,NO BY-LAW IN PLACE,BY-LAW NO. 61-2022,2022-03-28,No,NO LGD PROVISIONS,200 OK,,,,https://nationmun.ca/wp-content/uploads/2023/01/61-2022-ID-96651.pdf,Animal Care and Control (http://www.nationmun.ca/resident-services/by-law-enforcement/frequently-accessed),Has animal control bylaw but no LGD-specific provisions found
Westport,Leeds and Grenville,Lower Tier,Eastern,NO BY-LAW IN PLACE,By-law Number 85-12,1995-09-30,No,NO LGD PROVISIONS,200 OK,,,,https://villageofwestport.ca/wp-content/uploads/attachments/54980e_ec44998d0b624e319602f411c703d3b9.pdf,,Has animal control bylaw but no LGD-specific provisions found
Wellington North,Wellington,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW NUMBER 004-17,2017-01-09,Yes,NEEDS REVIEW,HTTP 404,,,,https://www.wellington-north.com/sites/default/files/2021-12/dog-licencing-and-animal-control-by-law-004-17.pdf,,Had a bylaw link but it's now broken — may have been replaced
Welland,Niagara,Lower Tier,Central,COMPLETE,BY-LAW NUMBER 2007-199,2007-12-18,No,NEEDS REVIEW,200 OK,,,,https://www.welland.ca/Bylaws/Bylaw2007-199.pdf,,Link live but bylaw name not found in document — may have been replaced
West Grey,Grey,Lower Tier,Western,COMPLETE,BY-LAW NUMBER 87 - 2009,2009-12-21,No,LINK BROKEN,HTTP 404,,,,https://www.westgrey.com/Modules/Bylaws/Bylaw/Download/2be947e9-8c2f-4e45-bdad-1e3b5fbff424,Animal Services (http://www.westgrey.com/recreation-culture-and-community/animal-services/); Dog Tag Licenses (http://www.westgrey.com/recreation-culture-and-community/animal-services/dog-tag),HTTP HTTP 404 — link may be dead
Whitby,Durham,Lower Tier,Central,COMPLETE,By-law # 7861-22,2017-06-26,No,LINK BROKEN,HTTP 404,,,,https://www.whitby.ca/Modules/Bylaws/Bylaw/Download/4a412c83-1d1e-48a0-ad52-14f9489f4a2f,,HTTP HTTP 404 — link may be dead
White River,Algoma,Single Tier,Northern,NO BY-LAW IN PLACE,,,,NO ANIMAL CONTROL BYLAW,NO LINK,N/A (no name in DB),,,,,No bylaw link and no animal control bylaw found on website
Wollaston,Hastings,Lower Tier,Eastern,NO BY-LAW IN PLACE,By-Law 27-09,2009-03-04,No,NEEDS REVIEW,HTTP 403,,,,https://wollaston.ca/wp-content/uploads/2019/01/By-Law-27-09.pdf,,Had a bylaw link but it's now broken — may have been replaced
"Waterloo, C",Waterloo,Lower Tier,Western,COMPLETE,Bylaw Number 2009 - 047,2021-05-31,No,NEEDS REVIEW,200 OK,NO,"[pattern: exemption permit pursuant to section 6 of this bylaw; c) “bu]; [pattern: farm animals exotic animals rabbits, ferrets, mice and rats ]","...d invertebrates, other than a human; b) “applicant” means any person who applies to the City for an exemption permit pursuant to section 6 of this bylaw; c) “building” means any structure used or intended to be used for shelter, accommodation or enclosure of person or chattels other than a boundary wall or fence; d) “cat” means any registered purebred or common domestic cat, male or female, over the age of twelve (12) weeks unless otherwise specified by this bylaw and shall include a domestic",https://www.city.waterloo.on.ca/en/living/animal-control-bylaw.aspx,,Link live but bylaw name not found in document — may have been replaced
St Thomas,Elgin,Single Tier,Western,COMPLETE,"BY-LAW NO. 71-2011
amended 2021",2021-07-12,No,CURRENT,200 OK,YES (number_match),,,https://www.stthomas.ca/common/pages/DownloadFileByUrl.aspx?key=A16K3VQhAQ3iMmCPGkQzHVkCLTTfKcnpsjklUgmCFSWrsBSrqViJSbnXCspeC4pXPwJ4wmrIhZVkzYPi%2bvaI7%2bJcf4NPfgY8RuYG30EeZkWXXKQKBtEBt0lLnQRWzMtUBflj7MC5A%2b1Vaqm4G9SxxEnJVdbUjuyHs0YQS8PB19bJrvtVmaHjEAjPt67ME2%2buwV1gJhtKdf9SdReU72HvamEUy8o%3d,"Dog or Cat Tag (https://www.stthomas.ca/living_here/animal_services/dog_and_cat_tags); Animal Services (https://www.stthomas.ca/living_here/animal_services); Road, parking, animal control, sidewalk, streetlight, traffic light concerns (https://www.stthomas.ca/living_here/customer_service)","Link live, bylaw name confirmed in document"
West Perth,Perth,Lower Tier,Western,NO BY-LAW IN PLACE,By-Law 17-2017,2017-02-27,No,NEEDS REVIEW,HTTP 404,,,,https://www.westperth.com/en/municipal-office/resources/17-2017-Keeping-of-Dogs-and-Licencing-of-Kennels.pdf,Animal Services (http://www.westperth.com/resident-services/animal-services/),Had a bylaw link but it's now broken — may have been replaced
Toronto,Toronto,Single Tier,Central,NO BY-LAW IN PLACE,"TORONTO MUNICIPAL CODE
CHAPTER 349, ANIMALS",2023-07-27,Other,NO LGD PROVISIONS,200 OK,YES (fuzzy),,,https://www.toronto.ca/legdocs/municode/1184_349.pdf,Pet Licensing (https://www.toronto.ca/community-people/animals-pets/pet-licensing/),Has animal control bylaw but no LGD-specific provisions found
Val Rita-Harty,Cochrane,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 1011-15,2015-10-22,No,NO LGD PROVISIONS,200 OK,YES (number_match),,,https://valharty.ca/wp-content/uploads/2022/06/by-law-1011-15-REGISTRATION-OF-DOGS.pdf,,Has animal control bylaw but no LGD-specific provisions found
Windsor,Essex,Single Tier,Western,COMPLETE,"BY-LAW NUMBER 245 -2004 (registering and licensing of dogs)
BY-LAW NUMBER 8156 (prohibiting, regulating, restricting of animals)",2004-09-27,No,LINK BROKEN,HTTP 404,,,,https://www.citywindsor.ca/cityhall/By-laws-Online/Documents/By-law%20245-2004.pdf,,HTTP HTTP 404 — link may be dead
Whitchurch-Stouffville,York,Lower Tier,Central,COMPLETE,BY-LAW NUMBER 2019-047-RE,2019-04-02,No,NEEDS REVIEW,200 OK,NO,,,https://whitchurch.civicweb.net/filepro/documents/?preview=108566,Animal Services (http://www.townofws.com/live/animal-services/),Link live but bylaw name not found in document — may have been replaced
Woodstock,Oxford,Lower Tier,Western,NO BY-LAW IN PLACE,"Animals
Chapter 212 Dog – Cat Regulation",2021-08-12,No,NEEDS REVIEW,HTTP 404,,,,https://www.cityofwoodstock.ca/en/resourcesGeneral/PDFs/Clerks/Bylaws/Animals/Chapter-0212---Dog-Registration-Regulation.pdf,Animal Services (https://www.cityofwoodstock.ca/living-in-woodstock/animal-services/),Had a bylaw link but it's now broken — may have been replaced
Woolwich,Waterloo,Lower Tier,Western,COMPLETE - FARM FRIENDLY,By-law No. 31-2018,2018-05-01,No,LINK BROKEN,HTTP 404,,,,https://www.woolwich.ca/en/township-services/resources/By-laws/AODA--2021/By-law_31-2018_-_Animal_Control_By-law_-_Website.pdf,Animal Services (https://www.woolwich.ca/learn-about/animal-services/),HTTP HTTP 404 — link may be dead
Zorra,Oxford,Lower Tier,Western,COMPLETE,By-law 43-15,2023-08-02,No,LINK BROKEN,HTTP 404,,,,https://www.zorra.ca/en/our-township/resources/By-Law-Policies/43-15-Animal-Control-By-Law-Consolidated.pdf,Animal Control (http://www.zorra.on.ca/our-services/animal-control/),HTTP HTTP 404 — link may be dead
dawn,Lennox and Addington,Lower Tier,Eastern,NO BY-LAW IN PLACE,BY-LAW NO. 0143/2004,2004-02-16,No,NEW LGD PROVISIONS,200 OK,YES (exact),[pattern: kennel licenses will be issued within the hamlets of flinton]; [pattern: farm livestock or farm poultry. 18. the animal control offic],"...3) dogs and six (6) cats on any lot within any hamlet as defined in Part III, Sec 12 below . 12. No kennel licenses will be issued within the Hamlets of Flinton, Kaladar, Northbrook , Cloyne, and Denbigh. The Hamlet limits are to be defined as follows: Flinton: Lots 21 & 22, Concession 4, Kaladar Twp. Kaladar: Lots 10 & 11, Concessions 7 & 8, Kaladar Twp. Northbrook: Lots 26,27,28,29, & 30, Concessions 7 & 8, Kaladar Twp. Cloyne: Lots 14,15,16,17 Range A, Addington Road , Kaladar Twp. Denbigh",https://addingtonhighlands.ca/residents/by-laws/dog-cat/,Animal Control (https://addingtonhighlands.ca/residents/by-laws/animal-control/),LGD keywords found in bylaw: [pattern: kennel licenses will be issued within the hamlets of flinton]; [pattern: farm livestock or farm poultry. 18. the animal control offic]
St-Charles,Sudbury,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 2023-38,2023-09-20,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://stcharlesontario.ca/wp-content/uploads/2023/10/2023-38-Responsible-Animal-Ownership.pdf,,Has animal control bylaw but no LGD-specific provisions found
South Dundas,"Stormont, Dundas and Glengarry",Lower Tier,Eastern,NO BY-LAW IN PLACE,By-Law No. 2025-34,2002-04-25,No,NO LGD PROVISIONS,200 OK,,,,"https://www.southdundas.com/sites/3/files/2025-05/2025%20Animal%20Control.pdf#:~:text=Dundas%20www.southdundas.com%20%20BY,Section%203%20of%20the",,Has animal control bylaw but no LGD-specific provisions found
West Elgin,Elgin,Lower Tier,Western,NO BY-LAW IN PLACE,"By-Law No. 2020-74
Animal Control By-law",2020-10-22,No,NO LGD PROVISIONS,200 OK,YES (number_match),,,https://www.westelgin.net/en/living-here/resources/Documents/Animal-Control-By-Law.pdf,Animal Control (http://www.westelgin.net/en/living-here/animal-control.aspx),Has animal control bylaw but no LGD-specific provisions found
Warwick,Lambton,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW NUMBER 93 of 2023,2023-09-11,No,NO LGD PROVISIONS,200 OK,YES (exact),,,https://www.warwicktownship.ca/en/our-government/resources/Documents/By-law-93-of-2023---Responsible-Pet-Ownership-By-law-Animal-Control.pdf,Animal Services (http://www.warwicktownship.ca/en/living-in-warwick/animal-services.aspx); Animal Services (http://www.warwicktownship.ca/en/living-in-warwick/animal-services.aspx?_mid_=25),Has animal control bylaw but no LGD-specific provisions found
Wilmot,Waterloo,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW NO. 2023-11,2023-03-06,Yes,NEW LGD PROVISIONS,200 OK,YES (exact),farm dog,"... to leave such area, such system
not to be located or used within four hundred (400) metres of a school
property;
1.17 Farm – means a parcel of land on which the predominant activity is
farming;
1.18 

 ---> FARM DOG <--- 

 – means a dog whose role is to actively heard/guard livestock,
such as cattle or sheep, on an agricultural property;
1.19 Fees and Charges By-Law – means the current by-law of the Township to
establi ...",https://www.wilmot.ca/media/dbpdwpjx/consolidated-version-2023-11-repeal-and-replace-dog-kennel-by-law.pdf,Animal Services (http://www.wilmot.ca/living-here/animal-services/),LGD keywords found in bylaw: farm dog
Whitestone,Parry Sound,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 17-2022,2022-03-15,No,NO LGD PROVISIONS,200 OK,,,,https://whitestone2023.municipalwebsites.ca/ckfinder/connector?command=Proxy&lang=en&type=Files&currentFolder=%2F&hash=c245c263ce0eced480effe66bbede6b4d46c15ae&fileName=17-2022.pdf,,Has animal control bylaw but no LGD-specific provisions found
Whitewater Region,Renfrew,Lower Tier,Eastern,NO BY-LAW IN PLACE,By-law Number 20-07-1308,2020-06-17,No,NEW LGD PROVISIONS,200 OK,YES (exact),working dog,"... Any
Owner, keeper or harbourer of such animal found to be dangerous as
defined in this by-law shall be subject to the penalty provided for in
this by-law.
7.8 This section shall not apply to a police-

 ---> WORKING DOG <--- 

 while on duty.
8,0 Report of Bite Cases
It shall be expected that every physician or other practitioner shall
report the names and addresses of persons treated for bites inflicted
by animals, togethe ...",https://www.whitewaterregion.ca/userfiles/file/20-07-1308%20Animal%20Control.pdf,Bylaw Enforcement/Animal Control (https://www.whitewaterregion.ca/services/bylaw-enforcement-animal-control/); Backyard Chickens (https://www.whitewaterregion.ca/permits/animal-control-by-law/),LGD keywords found in bylaw: working dog
West Nipissing,Nipissing,Single Tier,Northern,NO BY-LAW IN PLACE,BY-LAW 2020/67,2020-12-17,Yes,NEW LGD PROVISIONS,200 OK,YES (exact),farm dog,"... e unit in
the same building comprising all or part of the building and constituting an independent
Page 1 of 12
Animal Care and Control By-Law 2020/67
housekeeping unit for residential occupancy;
k) “

 ---> FARM DOG <--- 

” or “Farm Cat” means a Dog that is trained and kept for the purpose of controlling or
protecting livestock and poultry or a Cat that is kept for the purpose of rodent control within a privately
owned ...",https://www.westnipissing.ca/wp-content/uploads/2020/12/2020-67-Animal-Control-By-law-dogs-cats-Final-_-Nov-17-2020-003.pdf,,LGD keywords found in bylaw: farm dog
West Lincoln,Niagara,Lower Tier,Central,COMPLETE - FARM FRIENDLY,BY-LAW 2023-54,2023-07-17,Yes,NEEDS REVIEW,200 OK,,,,https://www.westlincoln.ca/en/township-office/resources/By-law-2023-54---To-Regulate-Animal-Care-and-Control-Within-the-Township-of-West-Lincoln.pdf,Animals and Wildlife (http://www.westlincoln.ca/en/living-here/animals-and-wildlife.aspx); Dog Licences (http://www.westlincoln.ca/en/living-here/animal-control.aspx),Link live but bylaw name not found in document — may have been replaced
Morris-Turnberry,Huron,Lower Tier,Western,NO BY-LAW IN PLACE,BY-LAW NO. 109-2019,2019-12-17,Yes,NEW LGD PROVISIONS,200 OK,YES (exact),livestock guardian; guardian dog; herding dog; lgd,"... turkeys, guinea fowl, etc.), horse, donkey, mule, bull, ox, cow or other cattle,
goat, swine, sheep, llama, mink, fox, emu, ostrich but not limited to the
aforementioned or the young thereof.
2.18. ""

 ---> LIVESTOCK GUARDIAN <--- 

 Dog"" (LGD) is a dog that works and/or lives with
domestic farm animals or livestock (e.g. cattle, sheep, poultry) to protect them
while repelling predators and is used exclusively for that purpose.
2 ...",https://morristurnberry.ca/content/government/bylaws/animal-control-by-law-8.pdf,Animal Control (https://morristurnberry.ca/services/animal-control),LGD keywords found in bylaw: livestock guardian; guardian dog; herding dog
